,Unnamed: 0,CID,CanonicalSMILES,IUPACName,INTENSITY,PLEASANTNESS,EDIBLE ,BAKERY ,SWEET ,FRUIT ,FISH,GARLIC ,SPICES ,COLD,SOUR ,BURNT ,ACID ,WARM ,MUSKY ,SWEATY ,AMMONIA/URINOUS,DECAYED,WOOD ,GRASS ,FLOWER ,CHEMICAL 
0,0,16741,C1=CC=C(C=C1)CCN=C=S,2-isothiocyanatoethylbenzene,75.54545454545455,21.327272727272728,3.363636363636364,1.7272727272727273,0.7454545454545455,0.0181818181818181,5.454545454545454,4.3090909090909095,6.836363636363636,0.6909090909090909,7.218181818181818,15.21818181818182,6.109090909090909,5.109090909090909,9.50909090909091,7.490909090909091,7.8545454545454545,7.581818181818182,2.4,1.1272727272727272,0.109090909090909,7.363636363636363
1,1,17121,CCCCCC(C=C)OC(=O)C,oct-1-en-3-yl acetate,50.8,30.98181818181818,4.618181818181818,0.1454545454545454,6.4363636363636365,3.836363636363637,0.6,1.8909090909090909,2.909090909090909,4.090909090909091,6.6909090909090905,3.5454545454545454,5.563636363636364,2.145454545454545,6.818181818181818,1.5636363636363635,3.036363636363636,3.363636363636364,0.8181818181818182,4.672727272727273,2.2,5.927272727272728
2,2,520191,CC1=CC(=C(S1)C)C(=O)C,"1-(2,5-dimethylthiophen-3-yl)ethanone",78.9090909090909,27.654545454545456,3.690909090909091,1.7818181818181815,4.236363636363636,1.709090909090909,5.781818181818182,2.418181818181818,4.709090909090909,2.1272727272727274,6.890909090909091,5.0181818181818185,8.745454545454546,2.581818181818182,15.054545454545456,4.854545454545455,8.909090909090908,8.527272727272727,1.8,3.709090909090909,4.563636363636364,15.636363636363637
3,3,92979,CC12CCC3C(C1CC=C2)CCC4=CC(=O)CCC34C,"(8S,9S,10R,13R,14S)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15-decahydrocyclopenta[a]phenanthren-3-one",48.2,22.27272727272728,0.0363636363636363,0.0181818181818181,1.3818181818181818,0.109090909090909,0.2363636363636363,0.2181818181818181,2.963636363636364,4.672727272727273,4.581818181818182,3.7454545454545456,7.163636363636364,2.363636363636364,4.290909090909091,4.890909090909091,6.745454545454545,4.090909090909091,2.5454545454545454,0.4909090909090909,0.0181818181818181,11.909090909090908
4,4,62580,CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2,"1,3-benzodioxol-5-ylmethyl 2-methylpropanoate",15.49090909090909,25.454545454545453,0.1636363636363636,0.4545454545454545,6.618181818181818,2.327272727272727,0.0909090909090909,0.0545454545454545,1.0,2.2,7.054545454545455,1.690909090909091,1.3454545454545457,1.3272727272727274,4.163636363636364,5.181818181818182,1.4363636363636365,1.181818181818182,0.0909090909090909,0.0727272727272727,0.9272727272727272,4.618181818181818
5,5,24197,CCOC(=O)CC(C(=O)OCC)O,diethyl 2-hydroxybutanedioate,14.309090909090909,24.10909090909091,2.145454545454545,0.4,2.309090909090909,3.090909090909091,2.309090909090909,1.9272727272727272,2.909090909090909,2.4545454545454546,6.454545454545454,2.090909090909091,4.218181818181818,5.036363636363636,5.8,5.909090909090909,3.0,1.2,1.8545454545454545,1.2181818181818185,0.1636363636363636,3.763636363636364
6,6,7476,CC(=O)C1=CC=C(C=C1)OC,1-(4-methoxyphenyl)ethanone,82.23636363636363,53.30909090909091,15.78181818181818,13.127272727272729,19.509090909090908,4.8,0.0181818181818181,1.4727272727272729,11.854545454545455,0.9272727272727272,1.709090909090909,4.672727272727273,3.4909090909090907,6.745454545454545,3.709090909090909,0.5818181818181818,4.109090909090909,0.4909090909090909,3.2,2.7818181818181817,6.472727272727273,11.61818181818182
7,7,61252,C1CSCC1=O,thiolan-3-one,85.78181818181818,21.4,7.818181818181818,3.345454545454545,1.1090909090909091,0.0181818181818181,11.745454545454546,20.23636363636364,9.4,0.8727272727272727,9.072727272727272,10.436363636363636,2.1818181818181817,2.909090909090909,4.872727272727273,0.8909090909090909,3.5636363636363635,11.0,0.8545454545454545,1.6181818181818182,0.5454545454545454,9.854545454545455
8,8,24834,CCOC1=CC=C(C=C1)C=O,4-ethoxybenzaldehyde,62.87272727272728,64.92727272727272,13.290909090909093,6.2727272727272725,27.12727272727273,12.345454545454546,0.0181818181818181,1.0909090909090908,3.5636363636363635,5.0181818181818185,4.0181818181818185,0.2909090909090909,2.4,8.618181818181819,1.3454545454545457,0.509090909090909,2.2545454545454544,0.6181818181818182,0.4181818181818181,1.4181818181818182,11.454545454545457,7.254545454545455
9,9,7500,CCC1=CC=CC=C1,ethylbenzene,75.54545454545455,35.236363636363635,1.3272727272727274,1.018181818181818,2.4,0.0181818181818181,0.0181818181818181,0.0181818181818181,3.8,3.090909090909091,3.854545454545456,5.236363636363636,6.745454545454545,3.727272727272727,4.0181818181818185,1.290909090909091,7.654545454545454,2.1272727272727274,3.163636363636364,0.8,2.4363636363636365,36.36363636363637
10,10,244,C1=CC=C(C=C1)CO,phenylmethanol,71.45454545454545,45.018181818181816,4.090909090909091,0.9636363636363636,17.509090909090908,10.090909090909092,0.2363636363636363,0.0363636363636363,5.763636363636364,6.854545454545455,2.2363636363636363,2.690909090909091,8.290909090909091,3.4727272727272727,5.9818181818181815,0.7818181818181819,5.509090909090909,2.4363636363636365,1.490909090909091,0.0181818181818181,6.709090909090909,26.945454545454545
13,13,7559,COC(=O)CC1=CC=CC=C1,methyl 2-phenylacetate,69.14545454545454,42.89090909090909,3.2181818181818183,0.2545454545454545,11.290909090909093,3.4727272727272727,0.1818181818181818,1.2,3.8181818181818175,7.745454545454545,10.236363636363636,0.8727272727272727,4.363636363636363,5.836363636363636,12.854545454545455,6.927272727272728,7.927272727272728,5.945454545454545,2.272727272727273,3.090909090909091,10.418181818181818,10.50909090909091
15,15,7593,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,"1,3-diphenylpropan-2-one",76.7090909090909,32.09090909090909,4.490909090909091,0.509090909090909,4.909090909090909,0.0181818181818181,0.0181818181818181,2.0545454545454547,6.181818181818182,2.909090909090909,8.763636363636364,8.50909090909091,5.290909090909091,6.2727272727272725,11.10909090909091,8.8,8.018181818181818,4.418181818181818,2.5454545454545454,0.8909090909090909,1.818181818181818,12.963636363636365
16,16,60998,CC(C)COC(=O)CC1=CC=CC=C1,2-methylpropyl 2-phenylacetate,47.29090909090909,41.38181818181818,3.4545454545454546,1.509090909090909,8.654545454545454,1.8909090909090909,1.0,1.5818181818181818,1.818181818181818,1.8909090909090909,6.509090909090909,3.5636363636363635,2.981818181818182,5.581818181818182,5.636363636363637,3.2181818181818183,2.2545454545454544,4.945454545454545,4.127272727272727,2.7818181818181817,7.236363636363636,10.363636363636363
17,17,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,benzyl 2-phenylacetate,46.52727272727272,26.49090909090909,1.8727272727272728,1.5272727272727271,7.890909090909091,0.2545454545454545,1.4363636363636365,2.145454545454545,2.290909090909091,0.3090909090909091,8.236363636363636,2.018181818181818,4.890909090909091,3.854545454545456,11.272727272727272,8.127272727272727,6.0,4.4,3.709090909090909,0.8545454545454545,5.1454545454545455,5.527272727272727
18,18,7601,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,2-phenylethyl 2-phenylacetate,30.945454545454545,38.8,1.290909090909091,0.8,12.38181818181818,4.545454545454546,0.5818181818181818,1.6181818181818182,0.8727272727272727,2.8181818181818183,3.290909090909091,1.8909090909090909,1.981818181818182,4.927272727272728,5.2,2.363636363636364,2.4363636363636365,0.3090909090909091,1.963636363636364,2.6545454545454548,6.618181818181818,8.145454545454545
19,19,5541,CC(=O)OCC(COC(=O)C)OC(=O)C,"2,3-diacetyloxypropyl acetate",47.29090909090909,27.07272727272728,5.818181818181818,2.6545454545454548,2.090909090909091,1.4727272727272729,1.509090909090909,2.345454545454545,5.054545454545455,1.2,16.29090909090909,1.6545454545454543,8.054545454545455,4.218181818181818,4.381818181818182,1.9090909090909087,3.090909090909091,0.2363636363636363,0.4727272727272727,0.0363636363636363,0.3090909090909091,4.1454545454545455
