CID,CanonicalSMILES,IUPACName,INTENSITY,PLEASANTNESS,EDIBLE ,BAKERY ,SWEET ,FRUIT ,FISH,GARLIC ,SPICES ,COLD,SOUR ,BURNT ,ACID ,WARM ,MUSKY ,SWEATY ,AMMONIA/URINOUS,DECAYED,WOOD ,GRASS ,FLOWER ,CHEMICAL 
16741,C1=CC=C(C=C1)CCN=C=S,2-isothiocyanatoethylbenzene,29.854545454545455,29.472727272727273,4.763636363636364,1.0,2.7636363636363637,0.9090909090909091,1.2181818181818183,3.290909090909091,4.290909090909091,2.6363636363636362,5.381818181818182,4.0,4.181818181818182,2.1636363636363636,5.418181818181818,1.2545454545454546,1.6363636363636365,2.4909090909090907,3.690909090909091,1.0,1.0,8.636363636363637
17121,CCCCCC(C=C)OC(=O)C,oct-1-en-3-yl acetate,15.818181818181818,25.745454545454546,0.7636363636363637,0.14545454545454545,6.036363636363636,0.4909090909090909,0.45454545454545453,1.490909090909091,2.4545454545454546,2.9272727272727272,4.163636363636364,1.5818181818181818,0.05454545454545454,2.4909090909090907,5.545454545454546,1.3818181818181818,0.12727272727272726,1.1090909090909091,1.9090909090909092,0.6727272727272727,0.14545454545454545,4.472727272727273
520191,CC1=CC(=C(S1)C)C(=O)C,"1-(2,5-dimethylthiophen-3-yl)ethanone",11.963636363636363,30.545454545454547,1.6727272727272726,0.0,6.454545454545454,3.018181818181818,2.0,1.1272727272727272,0.12727272727272726,1.981818181818182,2.5454545454545454,1.1090909090909091,1.3636363636363635,2.2545454545454544,3.672727272727273,1.7454545454545454,1.8545454545454545,2.4909090909090907,1.3636363636363635,1.6363636363636365,5.345454545454546,5.345454545454546
92979,CC12CCC3C(C1CC=C2)CCC4=CC(=O)CCC34C,"(8S,9S,10R,13R,14S)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15-decahydrocyclopenta[a]phenanthren-3-one",22.927272727272726,23.181818181818183,1.5272727272727273,0.12727272727272726,5.836363636363636,1.6727272727272726,0.09090909090909091,2.4545454545454546,0.7636363636363637,1.9272727272727272,5.054545454545455,2.581818181818182,2.5272727272727273,0.9636363636363636,6.672727272727273,2.9272727272727272,5.781818181818182,1.8909090909090909,1.8363636363636364,1.4181818181818182,2.8363636363636364,7.654545454545454
62580,CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2,"1,3-benzodioxol-5-ylmethyl 2-methylpropanoate",13.418181818181818,21.927272727272726,0.9272727272727272,0.0,3.7636363636363637,0.10909090909090909,0.0,0.0,0.5636363636363636,1.2363636363636363,1.0363636363636364,2.6,3.581818181818182,0.509090909090909,2.5454545454545454,2.690909090909091,1.2545454545454546,1.6,2.9454545454545453,1.8181818181818181,3.981818181818182,3.309090909090909
24197,CCOC(=O)CC(C(=O)OCC)O,diethyl 2-hydroxybutanedioate,4.5636363636363635,20.09090909090909,1.709090909090909,2.0727272727272728,2.2,0.3090909090909091,2.2545454545454544,1.2545454545454546,2.1636363636363636,3.690909090909091,3.2181818181818183,0.9090909090909091,1.509090909090909,0.43636363636363634,3.018181818181818,0.23636363636363636,0.6181818181818182,1.2,1.8909090909090909,0.14545454545454545,0.23636363636363636,3.036363636363636
7476,CC(=O)C1=CC=C(C=C1)OC,1-(4-methoxyphenyl)ethanone,38.527272727272724,60.054545454545455,6.509090909090909,1.2363636363636363,13.636363636363637,4.709090909090909,0.509090909090909,1.9272727272727272,2.709090909090909,5.327272727272727,2.4909090909090907,1.8545454545454545,2.8545454545454545,4.2,4.290909090909091,0.45454545454545453,0.6363636363636364,1.4,0.7818181818181819,0.5636363636363636,9.727272727272727,7.472727272727273
61252,C1CSCC1=O,thiolan-3-one,18.854545454545455,16.927272727272726,0.2909090909090909,1.4181818181818182,1.8363636363636364,0.6363636363636364,3.672727272727273,2.9454545454545453,3.4727272727272727,0.9272727272727272,4.036363636363636,4.090909090909091,1.6,2.0727272727272728,4.418181818181818,0.2727272727272727,1.6727272727272726,1.7818181818181817,1.5454545454545454,1.4545454545454546,0.5818181818181818,4.836363636363636
24834,CCOC1=CC=C(C=C1)C=O,4-ethoxybenzaldehyde,25.527272727272727,49.49090909090909,6.290909090909091,3.2545454545454544,17.418181818181818,3.1272727272727274,0.0,1.1636363636363636,7.581818181818182,2.290909090909091,2.1272727272727274,0.6181818181818182,1.709090909090909,5.6909090909090905,6.3090909090909095,0.6363636363636364,0.2727272727272727,0.01818181818181818,1.6363636363636365,3.3454545454545452,8.709090909090909,2.272727272727273
7500,CCC1=CC=CC=C1,ethylbenzene,10.436363636363636,22.89090909090909,2.418181818181818,0.43636363636363634,5.890909090909091,2.5090909090909093,0.0,0.21818181818181817,2.272727272727273,2.5090909090909093,2.672727272727273,0.8363636363636363,2.0,0.2727272727272727,0.7090909090909091,1.3454545454545455,1.7454545454545454,2.4727272727272727,0.10909090909090909,0.12727272727272726,0.9454545454545454,4.927272727272728
244,C1=CC=C(C=C1)CO,phenylmethanol,39.6,45.69090909090909,4.836363636363636,1.690909090909091,15.909090909090908,5.581818181818182,0.0,0.2727272727272727,5.036363636363636,5.4,3.1818181818181817,3.0,3.0,4.509090909090909,1.6727272727272726,0.8181818181818182,3.090909090909091,0.32727272727272727,1.1818181818181819,1.0545454545454545,2.4363636363636365,11.145454545454545
240,C1=CC=C(C=C1)C=O,benzaldehyde,17.254545454545454,36.43636363636364,8.10909090909091,3.090909090909091,13.781818181818181,4.381818181818182,0.4,1.0909090909090908,0.09090909090909091,1.6363636363636365,1.4,0.09090909090909091,0.16363636363636364,4.472727272727273,2.4545454545454546,0.3090909090909091,0.7636363636363637,1.309090909090909,0.2,0.03636363636363636,2.109090909090909,5.4
7519,COC1=CC=CC=C1,anisole,16.30909090909091,26.490909090909092,0.5818181818181818,1.5818181818181818,2.890909090909091,0.01818181818181818,0.6727272727272727,0.09090909090909091,1.0,0.5272727272727272,2.3636363636363638,0.9818181818181818,1.3272727272727274,3.4363636363636365,4.109090909090909,0.38181818181818183,0.43636363636363634,0.32727272727272727,2.0,0.5636363636363636,1.0,2.727272727272727
7559,COC(=O)CC1=CC=CC=C1,methyl 2-phenylacetate,51.8,37.67272727272727,4.0,2.7818181818181817,4.9818181818181815,0.09090909090909091,0.9636363636363636,1.4363636363636363,5.7272727272727275,4.4363636363636365,5.472727272727273,1.9090909090909092,4.418181818181818,3.0,6.0,3.272727272727273,9.636363636363637,3.690909090909091,1.290909090909091,2.4909090909090907,3.8727272727272726,10.436363636363636
